Species,Stranding_Day,Turtle_Number,Location,Stranding_ID_number,Tail_Length,Sex,Condition,Condition_Description,Flipper_Tag,PIT_Tag,Living_Tag,SCL_Tip,SCL_Notch,SCW,Anterior_depth,Plastron_length,Head_length,Head_width,Front_Flipper_Chord_Length,Front_Flipper_Claw_Length,Rear_Flipper_Chord_Length,Dorsal_Tail_Length,Tail_Vent_to_Tip_Length,Curved_Carapce_length_TIP,CCL_notch,Curved_carapace_Width,Barnacles,Weight,Date_Necropsied,Examiner_Affiliation,Necropsy_Description,Eyeses_Sunoken,Skeletal_Features_Prominoenot,Heavy_Epibiota,Leeches,Goosenoeck_Barnoacles,Head_Appendages_Epibiota,Carapace_Epibiota,Plastron_Epibiota,Muscle_Status,Fat_Status,Joint_Fluid,Coelomic_Fluid_Volume,Blood_Ino_Heart_Chambers,Heart_Weight,Liver_Weight,Spleen_Weight,Kidney_Weight,GOvarynads,Testes_Characterization,Testes_Length,Testes_Width,Epididymis_Characterization,Ovaries_Characterization,Ovary_Length,Oviduct_Characterization,Trachea_Foam_Froth,Trachea_Foam_Froth_Anoterior,Trachea_Foam_Froth_Posterior,Trachea_Foam_Froth_Amount,Trachea_Sanod_Sedimenot,Trachea_Bronchi_Findings,Brain_Weight
Chelonia mydas,5,42,"St. Joseph Bay, Florida",NME20100111_042,1.5,Female,1,Fresh Dead,no,4452270E1B (RFF),no,53.6,53.1,43.1,19.3,.,13.4,.,31.2,12.8,20.5,6.3,4.4,55.8,55.4,49.8,no,20.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,2,1,1,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,60,yes,67.6,499.3,42.4,88.5,Ovary,.,.,.,.,.,9.5,.,yes,yes,yes,small,no,No Significant Findings,5.2
Chelonia mydas,5,042_2,"St. Joseph Bay, Florida",NME20100111_042 _2,0,female,.,,no,no,no,38.6,37.8,30.9,12.5,31.1,10.4,6.6,21.7,10.7,12.3,4.3,2.4,40.7,39.8,34.8,no,6.6,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,0,Well muscled/no atrophy,Mild/moderate atrophy,"blood-tinged, viscous",.,yes,18.3,130.3,6.9,36.6,Ovary,.,.,.,.,all follicles <4 mm diameter,6.6,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.1
Chelonia mydas,5,43,"St. Joseph Bay, Florida",NME20100111_043,0,Female,.,,no,no,no,61,60.8,49.5,20.6,.,14.3,.,32,15.7,22.5,5.5,3.4,63.4,63.2,56.7,no,30.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,abundant/no atrophy,No Significant Findings,1000,yes,80.7,665,31.7,.,Ovary,.,.,.,.,all follicles <4 mm diameter,13.8 X 3.3,<3 mm diameter,no,.,.,.,no,No Significant Findings,5.5
Chelonia mydas,5,043_2,"St. Joseph Bay, Florida",NME20100111_043 _2,0.2,Female,1,Fresh Dead,no,no,no,61.1,60.8,49.1,17.3,.,15,.,35.6,14.2,22.4,6,5.1,63.1,62.7,56.1,no,26.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,2,0,Well muscled/no atrophy,abundant/no atrophy,.,500,yes,101.2,717,61.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,10.8 x 2.6,<3 mm diameter,yes,yes,yes,small,no,.,4.1
Chelonia mydas,5,45,"St. Joseph Bay, Florida",NME20100111_045,.,Female,1,Fresh Dead,no,no,no,33.4,32.8,28.2,12.3,.,9.2,.,18.4,9.2,11.1,3.7,2.4,35,34.7,31.5,no,4.6,,NMFS SEFSC,External and Internal,yes,no,no,no,no,0,<1,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,15,105,6,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.2,<3 mm diameter,yes,yes,yes,small,no,.,2
Chelonia mydas,5,045_2,"St. Joseph Bay, Florida",NME20100111_045 _2,2.1,Male,1,Fresh Dead,no,no,no,51.8,50.8,41.3,17.6,.,11.6,.,30.8,12.2,19.3,6.9,4.5,54.3,53.5,47,no,18.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,1000,yes,54.2,386.1,39.9,.,TestesesTesteses,.,8.6,2.3,not expanded from wall,.,.,.,yes,yes,yes,small,no,.,3.5
Chelonia mydas,5,47,"St. Joseph Bay, Florida",NME20100111_047,0,Female,1,Fresh Dead,no,no,no,37,36.5,29.2,11.9,.,9.7,.,19.9,10.1,12.1,3.9,2.4,38.2,37.5,32.1,no,5.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,25,yes,26.8,104,8.1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6.4 x 0.9,Could not Be Determined,no,.,.,.,no,No Significant Findings,3.4
Chelonia mydas,5,51,"St. Joseph Bay, Florida",NME20100111_051,0.2,Male,2,Moderately Decomposed,no,no,no,32.9,32.4,25.3,10.4,26.9,8.4,5.8,18.5,9.3,10.9,3.3,1.8,34.1,33.5,28.4,no,4.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,yes,no,no,0,20,0,Well muscled/No atrophy,Mild to moderate atrophy,Blood-tinged,20,yes,12.2,82.3,5.2,16.5,Testes,Flat,5.5,0.9,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,1.9
Chelonia mydas,5,52,"St. Joseph Bay, Florida",NME20100111_052,0.2,Female,2,Moderately Decomposed,no,no,no,31.8,31.3,25.4,9.7,27.1,8.6,5.6,17.9,8.5,10.5,3.8,1.8,32.4,32,28,no,3.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,1,5,0,Well muscled/No atrophy,Abundant/No atrophy,Blood-tinged,20,yes,11.6,97.7,4.6,19.1,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diametermm,no,.,.,.,no,No Significant Findings,1.2
Chelonia mydas,5,53,"St. Joseph Bay, Florida",NME20100111_053,0.6,Female,2,Moderately Decomposed,no,no,no,41.4,40.5,32.6,13.9,34.2,10.7,6.9,23.3,11.4,14.8,3.8,2.6,43.3,42.2,36.4,no,8.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,.,yes,no,1,10,0,Well muscled/No atrophy,Abundant/No atrophy,Blood-tinged,20,yes,20.6,156.4,7.9,35.6,Ovary,.,.,.,.,all follicles <4 mm diameter,8,<3 mm diametermm,yes,yes,yes,small,.,.,3.5
Chelonia mydas,5,54,"St. Joseph Bay, Florida",NME20100111_054,0.3,Male,2,Moderately Decomposed,no,no,no,37.2,36.4,31.3,11.7,29.7,10.6,6.2,20.2,10.4,12.9,4.4,2.5,39,38.3,35,no,4.6,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,2,0,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",40,yes,25,168.4,10,27.7,Testes,Flat,5,0.7,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,3.1
Chelonia mydas,5,55,"St. Joseph Bay, Florida",NME20100111_055,.,female,.,,no,no,no,23.4,23.2,19.8,7.6,.,8.7,.,13.1,7.1,7.9,2.3,1.9,24.2,23.9,20.5,no,1.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,10,yes,5,26,2,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.5 x .5,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.2
Chelonia mydas,5,55_2,"St. Joseph Bay, Florida",NME20100111_055 _2,0.1,female,.,,.,.,.,30.9,30.3,24,9.9,25.4,8.3,5.4,17.4,9.4,10.6,3.6,2.5,32.3,31.5,26.8,no,3.6,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,1-2%,0,mild to moderate atrophy,severe atrophy,blood-tinged (viscous),copious,yes,12,62,4.1,20.7,Ovary,.,.,.,.,all follicles <4 mm diameter,4.2,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,2
Chelonia mydas,5,56,"St. Joseph Bay, Florida",NME20100111_056,0.2,Female,.,,.,.,.,25.7,25.3,22.6,8.4,22,7.8,5,15.5,7.5,9,2.8,1.5,26.9,26.5,23.8,no,2.1,,North Carolina State University College of Veterinary Medicine-CVM,External and Internal,no,yes,no,no,no,0,1,1,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged(viscous),25,yes,9.3,47.4,3.5,7.3,Ovary,.,.,.,.,all follicles <4 mm diameter,3.5,<3 mm diameter,no,.,.,.,no,No Significant Findings,2.2
Chelonia mydas,5,57,"St. Joseph Bay, Florida",NME20100111_057,0,Female,.,,no,no,no,34.5,34.2,27.5,10.7,28.3,9.2,5.7,18.2,9.2,11.3,3.3,1.7,36.1,35.6,31.1,no,4.4,,North Carolina State University College of Veterinary Medicine-CMAST,External and Internal,.,no,no,no,no,0,1,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,35,yes,20,77.5,6.1,19.1,Ovary,.,.,.,.,all follicles <4 mm diameter,5.8,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.6
Chelonia mydas,5,58,"St. Joseph Bay, Florida",NME20100111_058,0.5,Female,.,,.,.,.,34.9,34.6,28.1,11.7,28.6,9,5.7,18.5,9.8,11.4,4.6,3.2,36.7,36.4,30.8,no,5.2,,NMFS SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged (viscous),copious,yes,23.2,105.7,6.8,31.9,Ovary,.,.,.,.,all follicles <4 mm diameter,5.4,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,1.7
Chelonia mydas,5,59,"St. Joseph Bay, Florida",NME20100111_059,0,Female,1,Fresh Dead,no,no,no,41.4,40.9,33.2,14.5,,11.1,,23,10.8,13.3,3.5,2.3,44.7,44.3,37.2,no,9.2,,.,External and Internal,no,no,no,no,no,0,1,1,Well muscled/no atrophy,Severe atrophy,Blood-tinged,.,yes,29,249,.,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,yes,moderate,no,other,6
Chelonia mydas,5,60,"St. Joseph Bay, Florida",NME20100111_060,.,Female,1,Fresh Dead,no,no,no,34.2,33.4,27.3,11.3,,8.7,,18.5,8.7,11,4.2,1.7,36.7,35.5,29.7,yes,4.6,,North Carolina Wildlife Resources Commission,.,no,no,no,no,no,0,5,0,Well muscled/no atrophy,abundant/no atrophy,Blood-tinged,.,yes,23,113,8,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diametermm,yes,yes,yes,small,no,No Significant Findings,3
Chelonia mydas,5,61,"St. Joseph Bay, Florida",NME20100111_061,0,Female,1,Fresh Dead,no,no,no,39,38.9,32,13,.,10.2,.,21,10.7,12,4.5,2.5,41.2,40.9,36.7,no,7.5,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,1,1,mild to moderate atrophy,mild/moderate atrophy,.,.,yes,26,222,14,.,Ovary,.,.,.,.,all follicles <4 mm diameter,7,<3 mm diameter,no,.,.,none,no,.,4
Chelonia mydas,5,62,"St. Joseph Bay, Florida",NME20100111_062,0.7,Male,1,Fresh Dead,no,no,no,54.7,54.2,41,17.6,.,13.2,.,25.9,13,15.6,6.3,2.9,56.4,56,46.6,no,19.6,,North Carolina State University College of Veterinary Medicine-CMAST,External and Internal,no,no,no,no,no,1,2,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,200,yes,65.9,457,23.1,.,TestesesTesteses,flat,8.9,1.5,not expanded from wall,.,.,.,no,.,yes,small,no,.,4
Chelonia mydas,5,63,"St. Joseph Bay, Florida",NME20100111_063,1.7,Male,1,Fresh Dead,no,no,no,37.5,36.8,29.1,12.1,.,9.8,.,20.3,10.6,12.3,4.5,2.8,39.8,39.2,32.1,no,5.8,,University of North Carolina Wilmington,.,no,no,no,no,.,0,10,0,Well muscled/no atrophy,abundant/no atrophy,No Significant Findings,5-10 est,yes,19,145.2,9.8,31.6,TestesesTesteses,flat,6.1,0.9,not expanded from wall,.,.,.,yes,yes,.,small,no,No Significant Findings,1.9
Chelonia mydas,5,64,"St. Joseph Bay, Florida",NME20100111_064,0.3,Female,1,Fresh Dead,no,no,no,38.4,38,30.6,12.6,.,10,.,20.3,9.8,14.4,4.3,1.9,40.8,40.4,34,no,6.8,,.,.,yes,no,no,no,no,0,0,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,38.2,160,8.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6.7,<3 mm diameter,yes,yes,yes,small,.,No Significant Findings,4
Chelonia mydas,5,65,"St. Joseph Bay, Florida",NME20100111_065,2,Female,1,Fresh Dead,no,no,no,49.1,48.5,38.3,16.4,.,12.2,.,27.6,13,18.1,6.2,3.9,50.6,49.8,44.1,no,15.8,,North Carolina State University College of Veterinary Medicine-CMAST,External and Internal,yes (mild),no,.,no,.,0,30,0,Well muscled/no atrophy,abundant/no atrophy,.,100,yes,38.3,429,18.5,.,Ovary,.,..,.,.,all follicles <4 mm diameter,9.5 x 1.7,Could not Be Determined,no,.,.,.,no,No Significant Findings,5
Chelonia mydas,5,66,"St. Joseph Bay, Florida",NME20100111_066,3.6,Female,.,,no,no,no,58.7,57.8,43.4,17,49.2,14,8.3,28.5,13.8,19.8,8.4,4.5,61.6,60.7,48.5,no,20.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,>1,>1,>1,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,100,yes,54,429,26,.,Ovary,.,.,.,.,all follicles <4 mm diameter,11,<3 mm diameter,yes,yes,yes,"small (very, very)",no,No Significant Findings,3.4
Chelonia mydas,5,67,"St. Joseph Bay, Florida",NME20100111_067,0.5,Male,2,Moderately Decomposed,no,no,no,42.1,41.4,32.9,13,34.3,10.7,6.6,21.3,9.5,14.4,4,2.6,44.4,43.6,36.3,no,8.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,5,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,30,yes,31.4,159.5,8.5,40.5,TestesesTesteses,flat,5.5,1,pendulous,.,.,.,yes,.,yes,small,no,.,1.7
Chelonia mydas,5,68,"St. Joseph Bay, Florida",NME20100111_068,0,Male,.,,no,no,no,44.4,44.2,35.6,13.8,36.2,11.2,6.7,22.1,9.2,13.9,4.5,2.7,45.8,45.3,40.4,no,10.6,,.,External and Internal,no,no,no,no,no,0,2,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,20,yes,54.7,245.5,14.1,48.7,TestesesTesteses,flat,5.5,1.2,not expanded from wall,.,.,.,yes,.,yes,moderate,no,No Significant Findings,2.7
Chelonia mydas,5,69,"St. Joseph Bay, Florida",NME20100111_069,0.5,Female,1,Fresh Dead,no,.,no,48.5,48.1,38.3,16.1,,12,,21.1,11.6,11.7,5.5,3.9,50.9,52.5,44.3,no,14.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,30,yes,43,334,19,.,Ovary,.,.,.,.,all follicles <4 mm diameter,8,<3 mm diameter,yes,.,yes,small,no,No Significant Findings,6
Chelonia mydas,5,70,"St. Joseph Bay, Florida",NME20100111_070,0.6,Male,1,Fresh Dead,no,no,no,55.7,55.1,47.4,18.5,44.1,13.4,8.7,29.7,13.5,19.6,6.7,4,57.7,57,54,no,20.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,2,0,Well muscled/no atrophy,Abundant/no atrophy,Blood-tinged,80,yes,70.8,578,30.7,107.7,Testes,ellipsoidal,8,1.1,distinct ridge,.,.,.,yes,yes,yes,copious,no,No Significant Findings,3.1
Chelonia mydas,5,71,"St. Joseph Bay, Florida",NME20100111_071,0.6,Female,1,Fresh Dead,no,no,no,57,56.1,49.1,18.2,.,13.6,.,29.8,13.2,19.1,6,3.7,60.5,59.6,55.1,no,23,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,0,1,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,187,640,30,.,Ovary,.,.,.,.,all follicles <4 mm diameter,12,<3 mm diameter,no,.,.,.,no,No Significant Findings,2
Chelonia mydas,5,72,"St. Joseph Bay, Florida",NME20100111_072,.,Male,1,Fresh Dead,no,no,no,39,38.6,30.9,12.2,.,10,.,20.4,11.2,12.5,5.4,3.5,41.1,40.3,34.6,no,6.6,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,copious,yes,35.2,189.1,6.7,.,TestesesTesteses,ellipsoidal,4.7,0.8,not expanded from wall,.,.,.,yes,yes,yes,small= anterior; moderate=posterior,no,No Significant Findings,4.5
Chelonia mydas,5,73,"St. Joseph Bay, Florida",NME20100111_073,0,Female,1,Fresh Dead,no,no,no,47.3,46.5,37.1,15.1,.,11.5,.,27.9,10.6,18,5.3,3.8,48.7,47.9,41.9,yes,11.4,,North Carolina State University College of Veterinary Medicine-CVM,External and Internal,no,yes,no ,.,.,5 (all on head),5,0,mild to moderate atrophy,Mild/moderate atrophy,blood-tinged,20,yes,37.8,251.2,15.8,56.2,Ovary,.,.,.,.,all follicles <4 mm diameter,8,<3 mm diameter,no,.,.,.,no,No Significant Findings,5.3
Chelonia mydas,5,74,"St. Joseph Bay, Florida",NME20100111_074,.,Male,1,Fresh Dead,no,no,no,35.9,35.1,29.2,11.9,.,9.5,.,18.6,9.5,12,3.8,2.2,37.4,36.8,31.5,no,5.6,,University of North Carolina Wilmington,External and Internal,no,no,no,no,no,0,0,1,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,<10,yes,21,150,7,27.2,TestesesTesteses,flat,6.8,0.9,not expanded from wall,.,.,.,yes,yes,yes,moderate,no,No Significant Findings,2.3
Chelonia mydas,5,74,"St. Joseph Bay, Florida",NME20100111_074_2,0,Male,2,Moderately Decomposed,no,no,no,34.7,34.3,27.7,10.6,28.7,6.7,6.2,19.9,10.3,12.7,3.8,2.2,36.6,36.1,30.5,yes,4.8,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,<1,Well muscled/No atrophy,Abundant/No atrophy,"Blood-tinged, viscous",A lot,yes,16.4,106.2,6.9,27.5,Testes,Ellipsoidal,5.6,0.7,Not expanded from wall,.,.,.,yes,yes,yes,moderate,no,No Significant Findings,1.4
Chelonia mydas,5,75,"St. Joseph Bay, Florida",NME20100111_075,.,Male,1,Fresh Dead,no,no,no,42.5,42,34.7,14.2,.,11,.,21.8,10.9,14.2,5.1,3.2,45,44.4,38.9,yes,9.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,Abundant/no atrophy,Blood-tinged,.,yes,55.5,314.6,11.8,.,Testes,.,7,1.5,.,.,.,.,yes,yes,yes,small,no,No Significant Findings,1.8
Chelonia mydas,5,76,"St. Joseph Bay, Florida",NME20100111_076,.,Male,1,Fresh Dead,no,no,no,31.1,30.7,25.1,10,.,8.2,.,14.1,5.4,10.5,3.3,2.7,32.6,31.9,28.1,yes,3.4,,NMFS SEFSC,External and Internal,yes,no,no,no,no,1,5,2,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,.,yes,13,55,4,.,TestesesTesteses,ellipsoidal,3.4,0.4,not expanded from wall,.,.,.,yes (slight),yes,.,small,no,No Significant Findings,3
Chelonia mydas,5,77,"St. Joseph Bay, Florida",NME20100111_077,0.3,Female,1,Fresh Dead,no,no,no,49.5,48.5,37.2,16,.,12.3,.,25.9,12.3,17.4,6,3.1,52.4,52,42.4,no,14,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,42,363,20,.,Ovary,.,.,.,.,all follicles <4 mm diameter,9.5,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,6
Chelonia mydas,5,78,"St. Joseph Bay, Florida",NME20100111_078,0,Female,1,Fresh Dead,no,no,no,30.8,29.7,24,10.5,.,8.6,.,16.8,8.3,10.7,3.5,2.1,32.6,31.9,27,no,3.4,,North Carolina State University College of Veterinary Medicine-CVM,External and Internal,no,yes,no,no,no,0,<2,0,mild to moderate atrophy,mild/moderate atrophy,No Significant Findings,20,no,11,77,4,14,Ovary,.,.,.,.,all follicles <4 mm diameter,4..0,<3 mm diameter,yes,.,yes,small,no,No Significant Findings,3
Chelonia mydas,5,79,"St. Joseph Bay, Florida",NME20100111_079,1.1,Female,.,,no,no,no,28.5,28.2,23.2,10.2,.,7.9,.,15.8,8.3,10.2,3.8,1.9,30.4,30,24.9,no,3,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,1,1,1,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,16,83,4,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,no,.,.,.,no,No Significant Findings,1
Chelonia mydas,5,80,"St. Joseph Bay, Florida",NME20100111_080,.,Female,1,Fresh Dead,no,no,no,33,32.5,25.3,11.5,.,9.2,.,17.5,8.9,9.4,4.2,3.1(cloaca prolapsed),34.3,34,29.1,no,3.8,,NMFS SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well muscled/no atrophy,severe atrophy,.,amount Could not Be Determined because of ice crystals,yes,18.9 (frozen),118.1,6.7,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6.3,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.4
Chelonia mydas,5,82,"St. Joseph Bay, Florida",NME20100111_082,0,Female,1,Fresh Dead,no,no,no,32.6,29.2 (notch badly damaged),25,10.1,.,8.8,.,17.1 (flipper badly damaged),7.9 (flipper badly damaged),11,3.8,2.1,33.7,29.8,27.8,"no, but nootch badlyes damaged",3.8,,North Carolina State University College of Veterinary Medicine-CMAST,External and Internal,yes (moderatelyes),yes (mild),no,no,no,0,1,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,15,yes,28.2,128.4,4.9,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.2,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,2.4
Chelonia mydas,5,84,"St. Joseph Bay, Florida",NME20100111_084,0,Male,1,Fresh Dead,no,no,no,29.9,29.2,23.6,10.4,.,7.9,.,16.4,7.9,9.8,3.9,2.2,30.2,29.7,25.7,no,2.8,,North Carolina State University College of Veterinary Medicine-CMAST,External and Internal,yes (mildlyes),no,no,no,no,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,No Significant Findings,2-3 est,yes,25.3,87.6,3,.,TestesesTesteses,flat,4.3,0.5,not expanded from wall,.,.,.,yes,yes,yes,moderate,no,No Significant Findings,2.4
Chelonia mydas,5,85,"St. Joseph Bay, Florida",NME20100111_085,.,Male,2,Moderately Decomposed,no,no,no,33.5,32.8,26.6,9.2,.,10.6,.,19.5,9.4,11.3,3.5,1.8,35.3,34.5,29.3,no,4.2,,NMFS SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,copious,yes,18.8,101,6.4,.,TestesesTesteses,ellipsoidal,4.7,0.8,distinct ridge,.,.,.,yes,yes,yes,moderate,no,.,3
Chelonia mydas,5,86,"St. Joseph Bay, Florida",NME20100111_086,0,Female,.,,no,no,no,37.3,36.7,31.1,13,.,10,.,19.7,10,12.4,3.5,2.2,39.1,38.5,35.2,no,6.4,,NMFS SEFSC,External and Internal,yes,no,no,no,no,.,.,.,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,copious,yes,24.3,99.9,6.4,31.2,Ovary,.,.,.,.,all follicles <4 mm diameter,6.3,<3 mm diameter,yes,.,yes,moderate,no,No Significant Findings,3.1
Chelonia mydas,5,88,"St. Joseph Bay, Florida",NME20100111_088,.,Female,1,Fresh Dead,no,no,no,38.4,38,30.6,12.6,.,10.2,.,19.7,10.3,12.2,4.4,2.3,40.5,39.7,34.3,no,6.2,,NMFS SEFSC,External and Internal,no,no,no,no,no,0,5,0,Well muscled/no atrophy,abundant/no atrophy,No Significant Findings,.,yes,24,202,13,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5.3,<3 mm diameter,yes,yes,.,copious,no,No Significant Findings,4
Chelonia mydas,5,89,"St. Joseph Bay, Florida",NME20100111_089,.,Female,2,Moderately Decomposed,no,no,no,25.6,25.2,20.1,7.9,.,7.4,.,13.9,7.1,9.3,2.7,1.8,26.4,25.9,21.6,yes (curved measurmenots),1.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,10,0,Well muscled/no atrophy,abundant/no atrophy,blood-tinged,.,yes,9.1,32.8,1.4,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.4,<3 mm diameter,no,.,.,.,no,No Significant Findings,1.3
Chelonia mydas,5,91,"St. Joseph Bay, Florida",NME20100111_091,1.5,Male,1,Fresh Dead,no,no,no,49.5,49,40.6,17.7,.,12.4,.,28.8,12.2,17.5,6.4,3.2,53.9,53.5,45.9,no,17.8,,North Carolina State University College of Veterinary Medicine-CVM,External and Internal,no,no,no,no,no,5% head/0% appendanges,2,0,Well muscled/no atrophy,abundant/no atrophy,"clear, viscous",20,yes,61,467,23,90,TestesesTesteses,flat,6.5,1.9,not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,5
Chelonia mydas,5,92,"St. Joseph Bay, Florida",NME20100111_092,0.6,Female,1,Fresh Dead,no,no,no,36.8,36.5,29.3,12.5,30.2,10.1,6.2,21.8,10.5,13.9,4,2.4,38.5,38.1,31.7,no,6,,North Carolina State University College of Veterinary Medicine-CVM,.,no,no,no,no,no,0,3,3,Well muscled/no atrophy,Mild/moderate atrophy,blood-tinged,20,yes,22.7,139.2,9.8,30.7,Ovary,.,.,.,.,all follicles <4 mm diameter,7,<3 mm diameter,yes,.,yes,moderate,no,No Significant Findings,3.5
Chelonia mydas,5,93,"St. Joseph Bay, Florida",NME20100111_093,0.3,Male,1,Fresh Dead,no,no,no,48.8,48.2,38.7,16.7,38.6,12.5,8,26.1,12.9,17.4,5.8,3.5,50.9,50.6,44.6,no,13.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,4,0,Well muscled/no atrophy,abundant/no atrophy,No Significant Findings (viscous),.,yes,49,352.4,19,.,TestesesTesteses,flat,6,1.8,not expanded from wall,.,.,.,yes,yes,yes,moderate (both ant. & post.),no,No Significant Findings,4.4
Chelonia mydas,5,94,"St. Joseph Bay, Florida",NME20100111_094,0,Female,2,Moderately Decomposed,no,no,no,28.6,28.2,22.7,10.1,23.2,8.5,5,16.1,8.1,9.7,2.9,1.9,30.7,30.1,26.3,yes,2.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,30,0,Well muscled/No atrophy,Mild to moderate atrophy,Blood-tinged,30,yes,10.8,56.8,2.6,10.9,Ovary,.,.,.,.,all follicles <4 mm diameter,3.5,<3 mm diametermm,yes,.,yes,small,no,No Significant Findings,1.9
